latitude,longitude
40.74106711895618,-74.00276019959534
40.78029120921227,-73.95283175708065
40.72505671700099,-73.97910533833067
40.749178219085884,-73.99069606452187
40.76078537610191,-73.98072747887569
40.744670857409645,-73.97964098955556
40.758772626625266,-73.99678986932985
40.75694401723354,-73.96881341904512
40.77384174417743,-73.95964029674094
40.7366381760072,-73.99187705049582
40.771302010500015,-73.98488122518812
40.729574293949916,-74.00291678894423
40.721665577895244,-73.99248262860985
40.716984015712924,-74.00906362930105
40.782412529802855,-73.9769127348601
40.8004626854834,-73.96529323030343
40.80183657831397,-73.94278096423662
40.75754767935402,-73.92657099542544
40.71598111536833,-73.95192468996508
40.830624411774345,-73.94226815069051
40.75115275393413,-73.97629565754782
40.73133100869756,-73.98369066091868
40.74806731633633,-74.004782400602
40.7672474280166,-73.9591292333728
40.760278416446354,-73.98983680394088
40.76368264564633,-73.96964581341001
40.78908430020349,-73.97395150419266
40.77660800912805,-73.98042725540179
40.707987096315634,-74.01008032378098
40.74089483978755,-73.9866160915724
