latitude,longitude
40.76078537610191,-73.98072747887569
40.73823204005869,-73.9899071384386
40.8004626854834,-73.96529323030343
40.78029120921227,-73.95283175708065
40.71598111536833,-73.95192468996508
40.71186732988428,-74.00964183902016
40.749178219085884,-73.99069606452187
40.76977726180401,-73.95932529697436
40.830624411774345,-73.94226815069051
40.75754767935402,-73.92657099542544
40.74334179007473,-74.0034173013849
40.759705027065316,-73.96915447495213
40.78603442903194,-73.97530517368405
40.759574715693184,-73.993086179971
40.721665577895244,-73.99248262860985
40.729574293949916,-74.00291678894423
40.7300191722053,-73.98273195612926
40.77314018889637,-73.98333821856238
40.80183657831397,-73.94278096423662
40.748310900769724,-73.97776234901941
