latitude,longitude
40.71555643849809,-73.99646744093417
40.82396573654203,-73.95218175638617
40.765605283545185,-73.96772966303256
40.85096450191252,-73.93408306841872
40.72677839173401,-73.97918632474683
40.784874081124734,-73.94977677008147
40.81968124936076,-73.94016680437858
40.75451916148355,-73.97531782619349
40.7366731635081,-74.0048991059701
40.8032822852883,-73.96476470388383
40.78774337555343,-73.97610197541275
40.86595873845493,-73.92427019414156
40.7320407984065,-73.9906768510636
40.806098601620576,-73.94957101354501
40.7473729690205,-73.98795053438256
40.71003009973647,-74.01200362883505
40.83768141816781,-73.94141151821418
40.77125927117999,-73.98652432552213
40.7984142354462,-73.93758277467734
40.7758785916686,-73.9577995171644
