latitude,longitude
40.796292398837004,-73.96935010454708
40.71422031087143,-73.99490788931281
40.845529027390704,-73.9350065787538
40.748955737819195,-73.97190760568616
40.81116874442437,-73.94364826546581
40.76841772584829,-73.9679469098796
40.86899918579937,-73.92130009117228
40.7470583592653,-73.98716860193741
40.77317710743455,-73.9505167379458
40.73567587190758,-73.98692194964488
40.820638320011604,-73.93960013748826
40.721887934232335,-74.00500756046843
40.85851142581875,-73.93062474327404
40.77385737500618,-73.98501861603698
40.74109715546264,-74.00421624958246
40.78545547703044,-73.9779341734439
40.72836782971428,-73.9945201818435
40.80858742739201,-73.96304494964723
40.79722767663072,-73.93763017837045
40.831457596673054,-73.93949038562452
40.72593138101865,-73.9791301112889
40.7089630366499,-74.01224226126486
40.763738667954726,-73.99360014378591
40.78586569412523,-73.95021287229953
40.80387634477529,-73.9519629304716
40.82483267201099,-73.95102885751814
40.75894409556795,-73.96518801753409
40.84088662558633,-73.94431067694947
40.77720958056982,-73.95935667992508
40.76011219482186,-73.97892464572314
