latitude,longitude
40.72793760588235,-73.98575475882353
40.76336535,-73.98148933235294
40.7805285625,-73.95257874583334
40.741763710526314,-74.00041936315789
40.75968406923077,-73.96845801538461
40.78090353333333,-73.98034786666666
40.71665036923077,-73.99328618461539
40.7610085,-73.98986848378378
40.753132292,-73.976483676
40.79683988461538,-73.96952875384615
40.709841553846154,-74.00836923846154
40.75261381538461,-73.99585544230769
40.76983549444444,-73.95905618333333
40.72652294210526,-73.99759313157894
40.74101572682927,-73.98894135853658
40.750640983333334,-73.98721813571429
