,0,1
0,40.75917259063982,-73.96441393987776
1,40.82502985973026,-73.95005117937374
2,40.71429174569915,-73.99474968594636
3,40.85869289433204,-73.9299990303273
4,40.785207126250114,-73.9781297897075
5,40.74706190312901,-73.9868956823535
6,40.77659022141472,-73.95983128449569
7,40.80442553078024,-73.95116815286403
8,40.72594460683773,-73.97906477858199
9,40.773697673026945,-73.98486342990734
10,40.83750600053733,-73.94198849370234
11,40.8009288284857,-73.93621554142638
12,40.70881395780802,-74.01238157459288
13,40.76042232389365,-73.97888014662405
14,40.80779075677479,-73.96297871225468
15,40.76822972590525,-73.96805257500017
16,40.86889521512003,-73.92223322985905
17,40.728192186771196,-73.99488291099993
18,40.73576704410438,-73.98715944540031
19,40.7639329469472,-73.99407339355614
20,40.78345775080731,-73.95375859082156
21,40.74073940840922,-74.00399745818645
22,40.846651498336755,-73.93663728299857
23,40.77369480701512,-73.95010291967169
24,40.79622287794644,-73.97023987290964
25,40.824707994746184,-73.93856964868135
26,40.81358160890471,-73.9425409632113
27,40.79120895758095,-73.94362028627488
28,40.74954655495365,-73.97171709265332
29,40.721445630842794,-74.00540321756243
